ID	Symbol	Name	Gene Groups
6745	SSR1	signal sequence receptor subunit 1	Minor histocompatibility antigens
6746	SSR2	signal sequence receptor subunit 2	
6747	SSR3	signal sequence receptor subunit 3	
6748	SSR4	signal sequence receptor subunit 4	
6749	SSRP1	structure specific recognition protein 1	
6750	SST	somatostatin	Neuropeptides
6751	SSTR1	somatostatin receptor 1	Somatostatin receptors
6752	SSTR2	somatostatin receptor 2	Somatostatin receptors
6753	SSTR3	somatostatin receptor 3	Somatostatin receptors
6754	SSTR4	somatostatin receptor 4	Somatostatin receptors
6755	SSTR5	somatostatin receptor 5	Somatostatin receptors
29101	SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase	Serine/threonine phosphatases
390033	SSU72L1	SSU72 like 1	
390031	SSU72L2	SSU72 like 2	
143506	SSU72L3	SSU72 like 3	
441584	SSU72L4	SSU72 like 4	
196120	SSU72L5	SSU72 like 5	
136157	SSU72L6	SSU72 like 6	
51066	SSUH2	ssu-2 homolog	
6756	SSX1	SSX family member 1	SSX family
6757	SSX2	SSX family member 2	Proteins encoded by multiple genes, SSX family
727837	SSX2B	SSX family member 2B	Proteins encoded by multiple genes, SSX family
117178	SSX2IP	SSX family member 2 interacting protein	
10214	SSX3	SSX family member 3	SSX family
6759	SSX4	SSX family member 4	Proteins encoded by multiple genes, SSX family
548313	SSX4B	SSX family member 4B	Proteins encoded by multiple genes, SSX family
6758	SSX5	SSX family member 5	SSX family
280658	SSX7	SSX family member 7	SSX family
6482	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	Sialyltransferases
6483	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	Sialyltransferases
6487	ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	Sialyltransferases, MicroRNA protein coding host genes
6484	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	Sialyltransferases
8869	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	Sialyltransferases
10402	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	Sialyltransferases
6480	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	Sialyltransferases
84620	ST6GAL2	ST6 beta-galactoside alpha-2,6-sialyltransferase 2	Sialyltransferases
55808	ST6GALNAC1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	Sialyltransferases
10610	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	Sialyltransferases
256435	ST6GALNAC3	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	Sialyltransferases
27090	ST6GALNAC4	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	Sialyltransferases
81849	ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	Sialyltransferases, MicroRNA protein coding host genes
30815	ST6GALNAC6	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	Sialyltransferases
7982	ST7	suppression of tumorigenicity 7	MicroRNA protein coding host genes
54879	ST7L	suppression of tumorigenicity 7 like	
6489	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	Sialyltransferases
8128	ST8SIA2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	Sialyltransferases
51046	ST8SIA3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3	Sialyltransferases
7903	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	Sialyltransferases, MicroRNA protein coding host genes
29906	ST8SIA5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5	Sialyltransferases
338596	ST8SIA6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	Sialyltransferases
6767	ST13	ST13 Hsp70 interacting protein	Tetratricopeptide repeat domain containing
6768	ST14	ST14 transmembrane serine protease matriptase	Type II transmembrane serine proteases
9705	ST18	ST18 C2H2C-type zinc finger transcription factor	Zinc fingers C2H2C-type
23166	STAB1	stabilin 1	Scavenger receptors
55576	STAB2	stabilin 2	Scavenger receptors
6769	STAC	SH3 and cysteine rich domain	SH3 and cysteine rich domain family
342667	STAC2	SH3 and cysteine rich domain 2	SH3 and cysteine rich domain family
246329	STAC3	SH3 and cysteine rich domain 3	SH3 and cysteine rich domain family
10274	STAG1	STAG1 cohesin complex component	Armadillo like helical domain containing, STAG family cohesin complex components, Cohesin complex
10735	STAG2	STAG2 cohesin complex component	Armadillo like helical domain containing, STAG family cohesin complex components, Cohesin complex
10734	STAG3	STAG3 cohesin complex component	Armadillo like helical domain containing, STAG family cohesin complex components, Cohesin complex
8027	STAM	signal transducing adaptor molecule	ESCRT-0
10254	STAM2	signal transducing adaptor molecule 2	ESCRT-0
10617	STAMBP	STAM binding protein	JAMM/MPN+ metallopeptidase family
57559	STAMBPL1	STAM binding protein like 1	JAMM/MPN+ metallopeptidase family
26228	STAP1	signal transducing adaptor family member 1	SH2 domain containing
55620	STAP2	signal transducing adaptor family member 2	
6770	STAR	steroidogenic acute regulatory protein	StAR related lipid transfer domain containing
10948	STARD3	StAR related lipid transfer domain containing 3	StAR related lipid transfer domain containing
83930	STARD3NL	STARD3 N-terminal like	
134429	STARD4	StAR related lipid transfer domain containing 4	StAR related lipid transfer domain containing
80765	STARD5	StAR related lipid transfer domain containing 5	StAR related lipid transfer domain containing
147323	STARD6	StAR related lipid transfer domain containing 6	StAR related lipid transfer domain containing
56910	STARD7	StAR related lipid transfer domain containing 7	StAR related lipid transfer domain containing
9754	STARD8	StAR related lipid transfer domain containing 8	Rho GTPase activating proteins, StAR related lipid transfer domain containing
57519	STARD9	StAR related lipid transfer domain containing 9	Kinesins, StAR related lipid transfer domain containing
10809	STARD10	StAR related lipid transfer domain containing 10	StAR related lipid transfer domain containing
90627	STARD13	StAR related lipid transfer domain containing 13	Rho GTPase activating proteins, StAR related lipid transfer domain containing
6772	STAT1	signal transducer and activator of transcription 1	SH2 domain containing
6773	STAT2	signal transducer and activator of transcription 2	SH2 domain containing
6774	STAT3	signal transducer and activator of transcription 3	SH2 domain containing
6775	STAT4	signal transducer and activator of transcription 4	SH2 domain containing
6776	STAT5A	signal transducer and activator of transcription 5A	SH2 domain containing
6777	STAT5B	signal transducer and activator of transcription 5B	SH2 domain containing
6778	STAT6	signal transducer and activator of transcription 6	SH2 domain containing
6779	STATH	statherin	Histatins and statherin, Secretory calcium-binding phosphoprotein family
6780	STAU1	staufen double-stranded RNA binding protein 1	Protein phosphatase 1 regulatory subunits
27067	STAU2	staufen double-stranded RNA binding protein 2	
8987	STBD1	starch binding domain 1	
6781	STC1	stanniocalcin 1	
8614	STC2	stanniocalcin 2	
26872	STEAP1	STEAP family member 1	STEAP family, Serine proteases, Flavoproteins
256227	STEAP1B	STEAP family member 1B	STEAP family
261729	STEAP2	STEAP2 metalloreductase	STEAP family, Flavoproteins
55240	STEAP3	STEAP3 metalloreductase	STEAP family, Flavoproteins
79689	STEAP4	STEAP4 metalloreductase	STEAP family, Flavoproteins
63932	STEEP1	STING1 ER exit protein 1	Spliceosomal P complex, Spliceosomal C complex
246744	STH	saitohin	
6491	STIL	STIL centriolar assembly protein	
6786	STIM1	stromal interaction molecule 1	MicroRNA protein coding host genes, Sterile alpha motif domain containing
57620	STIM2	stromal interaction molecule 2	Sterile alpha motif domain containing
375346	STIMATE	STIM activating enhancer	MicroRNA protein coding host genes
340061	STING1	stimulator of interferon response cGAMP interactor 1	
10963	STIP1	stress induced phosphoprotein 1	Tetratricopeptide repeat domain containing
6788	STK3	serine/threonine kinase 3	
6789	STK4	serine/threonine kinase 4	
6793	STK10	serine/threonine kinase 10	
6794	STK11	serine/threonine kinase 11	
114790	STK11IP	serine/threonine kinase 11 interacting protein	
8576	STK16	serine/threonine kinase 16	
9263	STK17A	serine/threonine kinase 17a	Death associated protein kinases
9262	STK17B	serine/threonine kinase 17b	Death associated protein kinases
8859	STK19	serine/threonine kinase 19	
8428	STK24	serine/threonine kinase 24	STRIPAK complex
10494	STK25	serine/threonine kinase 25	STRIPAK complex
51765	STK26	serine/threonine kinase 26	STRIPAK complex
56164	STK31	serine/threonine kinase 31	Tudor domain containing
202374	STK32A	serine/threonine kinase 32A	AGC family kinases
55351	STK32B	serine/threonine kinase 32B	AGC family kinases
282974	STK32C	serine/threonine kinase 32C	AGC family kinases
65975	STK33	serine/threonine kinase 33	
140901	STK35	serine/threonine kinase 35	
27148	STK36	serine/threonine kinase 36	Armadillo like helical domain containing
11329	STK38	serine/threonine kinase 38	AGC family kinases
23012	STK38L	serine/threonine kinase 38 like	AGC family kinases
27347	STK39	serine/threonine kinase 39	
83931	STK40	serine/threonine kinase 40	
169436	STKLD1	serine/threonine kinase like domain containing 1	
3925	STMN1	stathmin 1	Stathmins, MicroRNA protein coding host genes
11075	STMN2	stathmin 2	Stathmins
50861	STMN3	stathmin 3	Stathmins
81551	STMN4	stathmin 4	Stathmins
401236	STMND1	stathmin domain containing 1	
647087	STMP1	short transmembrane mitochondrial protein 1	
79991	STN1	STN1 subunit of CST complex	CST complex
2040	STOM	stomatin	Stomatin family
9399	STOML1	stomatin like 1	Stomatin family
30968	STOML2	stomatin like 2	Stomatin family
161003	STOML3	stomatin like 3	Stomatin family
11037	STON1	stonin 1	
85439	STON2	stonin 2	
219736	STOX1	storkhead box 1	Storkhead boxes
56977	STOX2	storkhead box 2	Storkhead boxes
90529	STPG1	sperm tail PG-rich repeat containing 1	
285555	STPG2	sperm tail PG-rich repeat containing 2	
441476	STPG3	sperm-tail PG-rich repeat containing 3	
285051	STPG4	sperm-tail PG-rich repeat containing 4	
64220	STRA6	signaling receptor and transporter of retinol STRA6	
346673	STRA8	stimulated by retinoic acid 8	
92335	STRADA	STE20 related adaptor alpha	
55437	STRADB	STE20 related adaptor beta	
11171	STRAP	serine/threonine kinase receptor associated protein	WD repeat domain containing, SMN complex
55342	STRBP	spermatid perinuclear RNA binding protein	
161497	STRC	stereocilin	
85369	STRIP1	striatin interacting protein 1	STRIPAK complex
57464	STRIP2	striatin interacting protein 2	STRIPAK complex
100507537	STRIT1	small transmembrane regulator of ion transport 1	Regulins
6801	STRN	striatin	WD repeat domain containing, Protein phosphatase 2 regulatory subunits, STRIPAK complex
29966	STRN3	striatin 3	WD repeat domain containing, Protein phosphatase 2 regulatory subunits, MicroRNA protein coding host genes, STRIPAK complex
29888	STRN4	striatin 4	WD repeat domain containing, Protein phosphatase 2 regulatory subunits, STRIPAK complex
412	STS	steroid sulfatase	Sulfatases, MicroRNA protein coding host genes
3703	STT3A	STT3 oligosaccharyltransferase complex catalytic subunit A	STT3 oligosaccharyltransferase catalytic subunits, Oligosaccharyltransferase complex subunits
201595	STT3B	STT3 oligosaccharyltransferase complex catalytic subunit B	STT3 oligosaccharyltransferase catalytic subunits, Oligosaccharyltransferase complex subunits
10273	STUB1	STIP1 homology and U-box containing protein 1	U-box domain containing, Tetratricopeptide repeat domain containing
375057	STUM	stum, mechanosensory transduction mediator homolog	
6804	STX1A	syntaxin 1A	Syntaxins
112755	STX1B	syntaxin 1B	Syntaxins
2054	STX2	syntaxin 2	Syntaxins
6809	STX3	syntaxin 3	Syntaxins
6810	STX4	syntaxin 4	Syntaxins
6811	STX5	syntaxin 5	Syntaxins
10228	STX6	syntaxin 6	Syntaxins
8417	STX7	syntaxin 7	Syntaxins
9482	STX8	syntaxin 8	Syntaxins
8677	STX10	syntaxin 10	Syntaxins
8676	STX11	syntaxin 11	Syntaxins
23673	STX12	syntaxin 12	Syntaxins
8675	STX16	syntaxin 16	Syntaxins
55014	STX17	syntaxin 17	Syntaxins
53407	STX18	syntaxin 18	Syntaxins
415117	STX19	syntaxin 19	Syntaxins
6812	STXBP1	syntaxin binding protein 1	
6813	STXBP2	syntaxin binding protein 2	
6814	STXBP3	syntaxin binding protein 3	
252983	STXBP4	syntaxin binding protein 4	PDZ domain containing
134957	STXBP5	syntaxin binding protein 5	WD repeat domain containing
9515	STXBP5L	syntaxin binding protein 5L	WD repeat domain containing, MicroRNA protein coding host genes
29091	STXBP6	syntaxin binding protein 6	
55359	STYK1	serine/threonine/tyrosine kinase 1	Receptor tyrosine kinases
6815	STYX	serine/threonine/tyrosine interacting protein	Atypical dual specificity phosphatases
51657	STYXL1	serine/threonine/tyrosine interacting like 1	MAP kinase phosphatases
92235	STYXL2	serine/threonine/tyrosine interacting like 2	
10923	SUB1	SUB1 regulator of transcription	
8803	SUCLA2	succinate-CoA ligase ADP-forming subunit beta	
8802	SUCLG1	succinate-CoA ligase GDP/ADP-forming subunit alpha	
8801	SUCLG2	succinate-CoA ligase GDP-forming subunit beta	
56670	SUCNR1	succinate receptor 1	Succinate receptor
51430	SUCO	SUN domain containing ossification factor	
64426	SUDS3	SDS3 homolog, SIN3A corepressor complex component	SIN3 histone deacetylase complex subunits
51684	SUFU	SUFU negative regulator of hedgehog signaling	
79783	SUGCT	succinyl-CoA:glutarate-CoA transferase	Flavoproteins
57794	SUGP1	SURP and G-patch domain containing 1	Spliceosomal A complex, G-patch domain containing
10147	SUGP2	SURP and G-patch domain containing 2	G-patch domain containing
10910	SUGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone	
23213	SULF1	sulfatase 1	Sulfatases
55959	SULF2	sulfatase 2	Sulfatases
6817	SULT1A1	sulfotransferase family 1A member 1	Sulfotransferases, cytosolic
6799	SULT1A2	sulfotransferase family 1A member 2	Sulfotransferases, cytosolic
6818	SULT1A3	sulfotransferase family 1A member 3	Sulfotransferases, cytosolic
445329	SULT1A4	sulfotransferase family 1A member 4	Sulfotransferases, cytosolic
27284	SULT1B1	sulfotransferase family 1B member 1	Sulfotransferases, cytosolic
6819	SULT1C2	sulfotransferase family 1C member 2	Sulfotransferases, cytosolic
442038	SULT1C3	sulfotransferase family 1C member 3	Sulfotransferases, cytosolic
27233	SULT1C4	sulfotransferase family 1C member 4	Sulfotransferases, cytosolic
6783	SULT1E1	sulfotransferase family 1E member 1	Sulfotransferases, cytosolic
6822	SULT2A1	sulfotransferase family 2A member 1	Sulfotransferases, cytosolic
6820	SULT2B1	sulfotransferase family 2B member 1	Sulfotransferases, cytosolic
25830	SULT4A1	sulfotransferase family 4A member 1	Sulfotransferases, cytosolic
391365	SULT6B1	sulfotransferase family 6B member 1	Sulfotransferases, cytosolic
285362	SUMF1	sulfatase modifying factor 1	
25870	SUMF2	sulfatase modifying factor 2	
7341	SUMO1	small ubiquitin like modifier 1	
6613	SUMO2	small ubiquitin like modifier 2	
6612	SUMO3	small ubiquitin like modifier 3	
387082	SUMO4	small ubiquitin like modifier 4	
23353	SUN1	Sad1 and UNC84 domain containing 1	SUN family
25777	SUN2	Sad1 and UNC84 domain containing 2	SUN family
256979	SUN3	Sad1 and UNC84 domain containing 3	SUN family
140732	SUN5	Sad1 and UNC84 domain containing 5	SUN family
6821	SUOX	sulfite oxidase	
8464	SUPT3H	SPT3 homolog, SAGA and STAGA complex component	SAGA complex, MicroRNA protein coding host genes
6827	SUPT4H1	SPT4 homolog, DSIF elongation factor subunit	
6829	SUPT5H	SPT5 homolog, DSIF elongation factor subunit	
6830	SUPT6H	SPT6 homolog, histone chaperone and transcription elongation factor	SH2 domain containing
9913	SUPT7L	SPT7 like, STAGA complex subunit gamma	SAGA complex
11198	SUPT16H	SPT16 homolog, facilitates chromatin remodeling subunit	Armadillo like helical domain containing, M24 metallopeptidase family
55578	SUPT20H	SPT20 homolog, SAGA complex component	SAGA complex
